Line,bus0,bus1
6079,"(80.2329549, 27.2371222)","(80.2353173, 27.2343251)"
6080,"(80.2353173, 27.2343251)","(80.2377189, 27.2315115)"
6081,"(80.2377189, 27.2315115)","(80.2401239, 27.2286524)"
6082,"(80.2401239, 27.2286524)","(80.2425187, 27.2258003)"
6083,"(80.2425187, 27.2258003)","(80.245043, 27.2235994)"
6084,"(80.245043, 27.2235994)","(80.2478493, 27.2211549)"
6085,"(80.2478493, 27.2211549)","(80.2508542, 27.2185389)"
6086,"(80.2508542, 27.2185389)","(80.2536907, 27.2160305)"
6087,"(80.2536907, 27.2160305)","(80.2566272, 27.2134846)"
6088,"(80.2566272, 27.2134846)","(80.2594216, 27.2110369)"
6089,"(80.2594216, 27.2110369)","(80.2623213, 27.2084909)"
6090,"(80.2623213, 27.2084909)","(80.2649999, 27.2061788)"
6091,"(80.2649999, 27.2061788)","(80.2677838, 27.2037216)"
6092,"(80.2677838, 27.2037216)","(80.2714202, 27.2015358)"
6093,"(80.2714202, 27.2015358)","(80.2748088, 27.1994807)"
6094,"(80.2748088, 27.1994807)","(80.2781037, 27.1974824)"
6095,"(80.2781037, 27.1974824)","(80.2810349, 27.1956897)"
6096,"(80.2810349, 27.1956897)","(80.2843135, 27.1936723)"
6097,"(80.2843135, 27.1936723)","(80.2875973, 27.1917016)"
6098,"(80.2875973, 27.1917016)","(80.2906443, 27.1893283)"
6099,"(80.2906443, 27.1893283)","(80.293844, 27.1869971)"
6100,"(80.293844, 27.1869971)","(80.2971383, 27.1845536)"
6101,"(80.2971383, 27.1845536)","(80.3001959, 27.1823206)"
6102,"(80.3001959, 27.1823206)","(80.3032639, 27.1800969)"
6103,"(80.3032639, 27.1800969)","(80.3063741, 27.1777796)"
6104,"(80.3063741, 27.1777796)","(80.3082739, 27.1746523)"
6105,"(80.3082739, 27.1746523)","(80.3101894, 27.1715015)"
6106,"(80.3101894, 27.1715015)","(80.3120524, 27.1683927)"
6107,"(80.3120524, 27.1683927)","(80.3140101, 27.1652464)"
6108,"(80.3140101, 27.1652464)","(80.3159243, 27.1621211)"
6109,"(80.3159243, 27.1621211)","(80.317878, 27.1589255)"
6110,"(80.317878, 27.1589255)","(80.3198408, 27.155708)"
6111,"(80.3198408, 27.155708)","(80.3214237, 27.1531134)"
6112,"(80.3214237, 27.1531134)","(80.3230419, 27.1504619)"
6113,"(80.3230419, 27.1504619)","(80.3237458, 27.149297)"
6114,"(80.3237458, 27.149297)","(80.3244757, 27.1457378)"
6115,"(80.3244757, 27.1457378)","(80.325094, 27.142914)"
6116,"(80.325094, 27.142914)","(80.3257992, 27.1393548)"
6117,"(80.3257992, 27.1393548)","(80.326507, 27.1358916)"
6118,"(80.326507, 27.1358916)","(80.3272504, 27.1323498)"
6119,"(80.3272504, 27.1323498)","(80.3278753, 27.1293465)"
6120,"(80.3278753, 27.1293465)","(80.3285923, 27.1258689)"
6121,"(80.3285923, 27.1258689)","(80.3292962, 27.1225024)"
6122,"(80.3292962, 27.1225024)","(80.3300264, 27.1190246)"
6123,"(80.3300264, 27.1190246)","(80.3326449, 27.1162207)"
6124,"(80.3326449, 27.1162207)","(80.3349275, 27.1138025)"
6125,"(80.3349275, 27.1138025)","(80.3374536, 27.1110856)"
6126,"(80.3374536, 27.1110856)","(80.3401506, 27.1082047)"
6127,"(80.3401506, 27.1082047)","(80.3429924, 27.1051832)"
6128,"(80.3429924, 27.1051832)","(80.3456171, 27.1023783)"
6129,"(80.3456171, 27.1023783)","(80.3482944, 27.0995382)"
6130,"(80.3482944, 27.0995382)","(80.3514454, 27.0974417)"
6131,"(80.3514454, 27.0974417)","(80.354695, 27.0953159)"
6132,"(80.354695, 27.0953159)","(80.3585235, 27.0951051)"
6133,"(80.3585235, 27.0951051)","(80.3627533, 27.0949353)"
6134,"(80.3627533, 27.0949353)","(80.366687, 27.094742)"
6135,"(80.366687, 27.094742)","(80.3704892, 27.0939924)"
6136,"(80.3704892, 27.0939924)","(80.374298, 27.0932018)"
6137,"(80.374298, 27.0932018)","(80.3780081, 27.0924756)"
6138,"(80.3780081, 27.0924756)","(80.3817642, 27.0916967)"
6139,"(80.3817642, 27.0916967)","(80.3853428, 27.0909705)"
6140,"(80.3853428, 27.0909705)","(80.3890397, 27.0902033)"
6141,"(80.3890397, 27.0902033)","(80.3928156, 27.0894771)"
6142,"(80.3928156, 27.0894771)","(80.3965059, 27.0881184)"
6143,"(80.3965059, 27.0881184)","(80.4000779, 27.0868123)"
6144,"(80.4000779, 27.0868123)","(80.4036367, 27.0855414)"
6145,"(80.4036367, 27.0855414)","(80.4072218, 27.0842647)"
6146,"(80.4072218, 27.0842647)","(80.4108069, 27.0829527)"
6147,"(80.4108069, 27.0829527)","(80.4143789, 27.0816525)"
6148,"(80.4143789, 27.0816525)","(80.4179377, 27.080323)"
6149,"(80.4179377, 27.080323)","(80.4208913, 27.079257)"
6150,"(80.4208913, 27.079257)","(80.4238317, 27.0781968)"
6151,"(80.4238317, 27.0781968)","(80.4271208, 27.0770254)"
6152,"(80.4271208, 27.0770254)","(80.4304691, 27.0749724)"
6153,"(80.4304691, 27.0749724)","(80.4338158, 27.0730322)"
6154,"(80.4338158, 27.0730322)","(80.4370588, 27.0711183)"
6155,"(80.4370588, 27.0711183)","(80.4404268, 27.0690857)"
6156,"(80.4404268, 27.0690857)","(80.4425121, 27.0678497)"
6157,"(80.4425121, 27.0678497)","(80.4460159, 27.0657632)"
6158,"(80.4460159, 27.0657632)","(80.4498846, 27.0634901)"
6159,"(80.4498846, 27.0634901)","(80.4531668, 27.0615972)"
6160,"(80.4531668, 27.0615972)","(80.4557197, 27.0601833)"
6161,"(80.4557197, 27.0601833)","(80.4588604, 27.0583912)"
6162,"(80.4588604, 27.0583912)","(80.4621021, 27.0565503)"
6163,"(80.4621021, 27.0565503)","(80.4654281, 27.0546682)"
6164,"(80.4654281, 27.0546682)","(80.4688003, 27.0527298)"
6165,"(80.4688003, 27.0527298)","(80.4715284, 27.0507988)"
6166,"(80.4715284, 27.0507988)","(80.4746065, 27.0485997)"
6167,"(80.4746065, 27.0485997)","(80.4775194, 27.0465137)"
6168,"(80.4775194, 27.0465137)","(80.4805253, 27.044357)"
6169,"(80.4805253, 27.044357)","(80.483506, 27.0422459)"
6170,"(80.483506, 27.0422459)","(80.4865077, 27.0401085)"
6171,"(80.4865077, 27.0401085)","(80.4896668, 27.0378478)"
6172,"(80.4896668, 27.0378478)","(80.4918516, 27.0362591)"
6173,"(80.4918516, 27.0362591)","(80.4948551, 27.0341295)"
6174,"(80.4948551, 27.0341295)","(80.4980213, 27.0318646)"
6175,"(80.4980213, 27.0318646)","(80.5012254, 27.0295562)"
6176,"(80.5012254, 27.0295562)","(80.5040121, 27.0275617)"
6177,"(80.5040121, 27.0275617)","(80.5070698, 27.0253836)"
6178,"(80.5070698, 27.0253836)","(80.5101438, 27.0231958)"
6179,"(80.5101438, 27.0231958)","(80.5118245, 27.0199213)"
6180,"(80.5118245, 27.0199213)","(80.5134021, 27.0168592)"
6181,"(80.5134021, 27.0168592)","(80.5149852, 27.0137245)"
6182,"(80.5149852, 27.0137245)","(80.5166171, 27.0105898)"
6183,"(80.5166171, 27.0105898)","(80.5182327, 27.0073584)"
6184,"(80.5182327, 27.0073584)","(80.519832, 27.0042476)"
6185,"(80.519832, 27.0042476)","(80.5214747, 27.0010305)"
6186,"(80.5214747, 27.0010305)","(80.5231771, 26.9977795)"
6187,"(80.5231771, 26.9977795)","(80.5247602, 26.9946299)"
6188,"(80.5247602, 26.9946299)","(80.5265601, 26.9911468)"
6189,"(80.5265601, 26.9911468)","(80.5282787, 26.9877844)"
6190,"(80.5282787, 26.9877844)","(80.5299757, 26.9844364)"
6191,"(80.5299757, 26.9844364)","(80.5317485, 26.9809771)"
6192,"(80.5317485, 26.9809771)","(80.533337, 26.9778125)"
6193,"(80.533337, 26.9778125)","(80.5351424, 26.9743192)"
6194,"(80.5351424, 26.9743192)","(80.5368501, 26.9709515)"
6195,"(80.5368501, 26.9709515)","(80.5385091, 26.9676851)"
6196,"(80.5385091, 26.9676851)","(80.5409813, 26.9651869)"
6197,"(80.5409813, 26.9651869)","(80.5434644, 26.9626694)"
6198,"(80.5434644, 26.9626694)","(80.5459529, 26.9601615)"
6199,"(80.5459529, 26.9601615)","(80.5485606, 26.9575085)"
6200,"(80.5485606, 26.9575085)","(80.5511629, 26.9548989)"
6201,"(80.5511629, 26.9548989)","(80.5537761, 26.9522507)"
6202,"(80.5537761, 26.9522507)","(80.5563621, 26.9496265)"
6203,"(80.5563621, 26.9496265)","(80.5589699, 26.9469781)"
6204,"(80.5589699, 26.9469781)","(80.5614042, 26.9445279)"
6205,"(80.5614042, 26.9445279)","(80.5638438, 26.9420292)"
6206,"(80.5638438, 26.9420292)","(80.5660341, 26.9398156)"
6207,"(80.5660341, 26.9398156)","(80.5693477, 26.9383627)"
6208,"(80.5693477, 26.9383627)","(80.5728782, 26.9368316)"
6209,"(80.5728782, 26.9368316)","(80.5765605, 26.9352501)"
6210,"(80.5765605, 26.9352501)","(80.5800216, 26.9337382)"
6211,"(80.5800216, 26.9337382)","(80.5834046, 26.9322649)"
6212,"(80.5834046, 26.9322649)","(80.5869351, 26.9307337)"
6213,"(80.5869351, 26.9307337)","(80.590496, 26.9291831)"
6214,"(80.590496, 26.9291831)","(80.5934886, 26.9278644)"
6215,"(80.5934886, 26.9278644)","(80.5964466, 26.9265845)"
6216,"(80.5964466, 26.9265845)","(80.5997039, 26.9251769)"
6217,"(80.5997039, 26.9251769)","(80.6033211, 26.9235875)"
6218,"(80.6033211, 26.9235875)","(80.6068906, 26.9220291)"
6219,"(80.6068906, 26.9220291)","(80.6104254, 26.9204783)"
6220,"(80.6104254, 26.9204783)","(80.6139386, 26.9189701)"
6221,"(80.6139386, 26.9189701)","(80.6175081, 26.9174038)"
6222,"(80.6175081, 26.9174038)","(80.6204834, 26.9151608)"
6223,"(80.6204834, 26.9151608)","(80.6234414, 26.9129602)"
6224,"(80.6234414, 26.9129602)","(80.6262133, 26.9107581)"
6225,"(80.6262133, 26.9107581)","(80.6291149, 26.9085652)"
6226,"(80.6291149, 26.9085652)","(80.6321075, 26.9063181)"
6227,"(80.6321075, 26.9063181)","(80.6350221, 26.904129)"
6228,"(80.6350221, 26.904129)","(80.6380495, 26.9018508)"
6229,"(80.6380495, 26.9018508)","(80.6408557, 26.8997545)"
6230,"(80.6408557, 26.8997545)","(80.6437703, 26.8975652)"
6231,"(80.6437703, 26.8975652)","(80.6465981, 26.8954416)"
6232,"(80.6465981, 26.8954416)","(80.6478689, 26.8925057)"
6233,"(80.6478689, 26.8925057)","(80.6492732, 26.8892445)"
6234,"(80.6492732, 26.8892445)","(80.6506621, 26.8860187)"
6235,"(80.6506621, 26.8860187)","(80.652076, 26.8826918)"
6236,"(80.652076, 26.8826918)","(80.6534596, 26.8794577)"
6237,"(80.6534596, 26.8794577)","(80.6548432, 26.8762312)"
6238,"(80.6548432, 26.8762312)","(80.6560836, 26.8732523)"
6239,"(80.6560836, 26.8732523)","(80.6588377, 26.8706214)"
6240,"(80.6588377, 26.8706214)","(80.6615398, 26.8680137)"
6241,"(80.6615398, 26.8680137)","(80.6641421, 26.8655376)"
6242,"(80.6641421, 26.8655376)","(80.6668174, 26.8629631)"
6243,"(80.6668174, 26.8629631)","(80.6695892, 26.8603139)"
6244,"(80.6695892, 26.8603139)","(80.6724864, 26.8575404)"
6245,"(80.6724864, 26.8575404)","(80.6742387, 26.8559028)"
6246,"(80.6742387, 26.8559028)","(80.6765252, 26.853154)"
6247,"(80.6765252, 26.853154)","(80.6789194, 26.8503029)"
6248,"(80.6789194, 26.8503029)","(80.6812919, 26.8474974)"
6249,"(80.6812919, 26.8474974)","(80.683693, 26.8447112)"
6250,"(80.683693, 26.8447112)","(80.6861681, 26.841715)"
6251,"(80.6861681, 26.841715)","(80.6884831, 26.8391028)"
6252,"(80.6884831, 26.8391028)","(80.6908686, 26.836476)"
6253,"(80.6908686, 26.836476)","(80.693281, 26.8338343)"
6254,"(80.693281, 26.8338343)","(80.695678, 26.8311498)"
6255,"(80.695678, 26.8311498)","(80.6981115, 26.8284544)"
6256,"(80.6981115, 26.8284544)","(80.7005166, 26.8258276)"
6257,"(80.7005166, 26.8258276)","(80.7029338, 26.8231213)"
6258,"(80.7029338, 26.8231213)","(80.7053352, 26.8204737)"
6259,"(80.7053352, 26.8204737)","(80.7077666, 26.8177835)"
6260,"(80.7077666, 26.8177835)","(80.7101676, 26.8151348)"
6261,"(80.7101676, 26.8151348)","(80.7125282, 26.8125366)"
6262,"(80.7125282, 26.8125366)","(80.7149414, 26.8099744)"
6263,"(80.7149414, 26.8099744)","(80.7175813, 26.8073906)"
6264,"(80.7175813, 26.8073906)","(80.7201686, 26.8049585)"
6265,"(80.7201686, 26.8049585)","(80.7227955, 26.8025129)"
6266,"(80.7227955, 26.8025129)","(80.7254147, 26.8000436)"
6267,"(80.7254147, 26.8000436)","(80.7281159, 26.7975061)"
6268,"(80.7281159, 26.7975061)","(80.7298138, 26.7959223)"
6269,"(80.7298138, 26.7959223)","(80.7327099, 26.7932324)"
6270,"(80.7327099, 26.7932324)","(80.734831, 26.7912844)"
6271,"(80.734831, 26.7912844)","(80.7370898, 26.7891134)"
6272,"(80.7370898, 26.7891134)","(80.7391854, 26.7871699)"
6273,"(80.7391854, 26.7871699)","(80.7416328, 26.7848713)"
6274,"(80.7416328, 26.7848713)","(80.7442281, 26.7824452)"
6275,"(80.7442281, 26.7824452)","(80.7468845, 26.7799781)"
6276,"(80.7468845, 26.7799781)","(80.7495104, 26.7775109)"
6277,"(80.7495104, 26.7775109)","(80.7521312, 26.7750437)"
6278,"(80.7521312, 26.7750437)","(80.7548233, 26.7725355)"
6279,"(80.7548233, 26.7725355)","(80.7574237, 26.7700591)"
6280,"(80.7574237, 26.7700591)","(80.7606053, 26.7690849)"
6281,"(80.7606053, 26.7690849)","(80.7642458, 26.767924)"
6282,"(80.7642458, 26.767924)","(80.7680546, 26.7667495)"
6283,"(80.7680546, 26.7667495)","(80.7715932, 26.7656615)"
6284,"(80.7715932, 26.7656615)","(80.7751878, 26.7644733)"
6285,"(80.7751878, 26.7644733)","(80.778813, 26.7633261)"
6286,"(80.778813, 26.7633261)","(80.7824688, 26.7621515)"
6287,"(80.7824688, 26.7621515)","(80.7859819, 26.7610361)"
6288,"(80.7859819, 26.7610361)","(80.7896683, 26.7598615)"
6289,"(80.7896683, 26.7598615)","(80.7933343, 26.7587051)"
6290,"(80.7933343, 26.7587051)","(80.7970429, 26.7575173)"
6291,"(80.7970429, 26.7575173)","(80.8008721, 26.7563036)"
6292,"(80.8008721, 26.7563036)","(80.8045448, 26.7551394)"
6293,"(80.8045448, 26.7551394)","(80.8075601, 26.7542434)"
6294,"(80.8075601, 26.7542434)","(80.8107731, 26.7531577)"
6295,"(80.8107731, 26.7531577)","(80.8119841, 26.752266)"
6296,"(80.8119841, 26.752266)","(80.8154818, 26.7513268)"
6297,"(80.8154818, 26.7513268)","(80.8189939, 26.7505299)"
6298,"(80.8189939, 26.7505299)","(80.8226386, 26.7496395)"
6299,"(80.8226386, 26.7496395)","(80.8262165, 26.7487595)"
6300,"(80.8262165, 26.7487595)","(80.829764, 26.7479223)"
6301,"(80.829764, 26.7479223)","(80.8333684, 26.7470521)"
6302,"(80.8333684, 26.7470521)","(80.8368672, 26.7462309)"
6303,"(80.8368672, 26.7462309)","(80.8403634, 26.74538)"
6304,"(80.8403634, 26.74538)","(80.8441411, 26.74448)"
6305,"(80.8441411, 26.74448)","(80.8468436, 26.742187)"
6306,"(80.8468436, 26.742187)","(80.8490894, 26.7424916)"
6307,"(80.8490894, 26.7424916)","(80.8512145, 26.7428237)"
6308,"(79.4769254, 28.5468193)","(79.4775179, 28.5478243)"
6309,"(79.4775179, 28.5478243)","(79.4780925, 28.5487989)"
6310,"(79.4780925, 28.5487989)","(79.4794166, 28.5512658)"
6311,"(79.4794166, 28.5512658)","(79.4808136, 28.5538924)"
6312,"(79.4808136, 28.5538924)","(79.4824942, 28.5570622)"
6313,"(79.4824942, 28.5570622)","(79.4860302, 28.5580846)"
6314,"(79.4860302, 28.5580846)","(79.4896608, 28.5569727)"
6315,"(79.4896608, 28.5569727)","(79.4925565, 28.5560141)"
6316,"(79.4925565, 28.5560141)","(79.4961434, 28.5549724)"
6317,"(79.4961434, 28.5549724)","(79.4989445, 28.5525504)"
6318,"(79.4989445, 28.5525504)","(79.5016656, 28.5501538)"
6319,"(79.5016656, 28.5501538)","(79.5044595, 28.5477763)"
6320,"(79.5044595, 28.5477763)","(79.5071951, 28.5453541)"
6321,"(79.5071951, 28.5453541)","(79.5099453, 28.5429829)"
6322,"(79.5099453, 28.5429829)","(79.5109639, 28.5404455)"
6323,"(79.5109639, 28.5404455)","(79.5111385, 28.5372433)"
6324,"(79.5111385, 28.5372433)","(79.5114077, 28.5340218)"
6325,"(79.5114077, 28.5340218)","(79.5115096, 28.5308961)"
6326,"(79.5115096, 28.5308961)","(79.5117497, 28.5272909)"
6327,"(79.5117497, 28.5272909)","(79.5119752, 28.5242609)"
6328,"(79.5119752, 28.5242609)","(79.5124118, 28.5221258)"
6329,"(79.5124118, 28.5221258)","(79.5157295, 28.5210199)"
6330,"(79.5157295, 28.5210199)","(79.5179777, 28.5186481)"
6331,"(79.5179777, 28.5186481)","(79.5202768, 28.516238)"
6332,"(79.5202768, 28.516238)","(79.5225759, 28.513847)"
6333,"(79.5225759, 28.513847)","(79.5248241, 28.5114815)"
6334,"(79.5248241, 28.5114815)","(79.5271232, 28.5090776)"
6335,"(79.5271232, 28.5090776)","(79.5284546, 28.5061558)"
6336,"(79.5284546, 28.5061558)","(79.529757, 28.5033234)"
6337,"(79.529757, 28.5033234)","(79.5312121, 28.5001328)"
6338,"(79.5312121, 28.5001328)","(79.5327601, 28.496789)"
6339,"(79.5327601, 28.496789)","(79.5340334, 28.4949027)"
6340,"(79.5340334, 28.4949027)","(79.5369945, 28.4924283)"
6341,"(79.5369945, 28.4924283)","(79.5407296, 28.4914998)"
6342,"(79.5407296, 28.4914998)","(79.5446003, 28.490547)"
6343,"(79.5446003, 28.490547)","(79.5487189, 28.489514)"
6344,"(79.5487189, 28.489514)","(79.5513594, 28.4878804)"
6345,"(79.5513594, 28.4878804)","(79.5541799, 28.4858222)"
6346,"(79.5541799, 28.4858222)","(79.5573254, 28.4834616)"
6347,"(79.5573254, 28.4834616)","(79.5584516, 28.4815238)"
6348,"(79.5584516, 28.4815238)","(79.5603739, 28.4795478)"
6349,"(79.5603739, 28.4795478)","(79.5600896, 28.4764933)"
6350,"(79.5600896, 28.4764933)","(79.559933, 28.473625)"
6351,"(79.559933, 28.473625)","(79.5596653, 28.4706412)"
6352,"(79.5596653, 28.4706412)","(79.5594196, 28.4680306)"
6353,"(79.5594196, 28.4680306)","(79.5618412, 28.4654936)"
6354,"(79.5618412, 28.4654936)","(79.5643986, 28.4629189)"
6355,"(79.5643986, 28.4629189)","(79.5670345, 28.4602625)"
6356,"(79.5670345, 28.4602625)","(79.5696347, 28.4576059)"
6357,"(79.5696347, 28.4576059)","(79.572492, 28.4546793)"
6358,"(79.572492, 28.4546793)","(79.5751279, 28.4520038)"
6359,"(79.5751279, 28.4520038)","(79.577621, 28.4494916)"
6360,"(79.577621, 28.4494916)","(79.5800354, 28.4469981)"
6361,"(79.5800354, 28.4469981)","(79.5823999, 28.4445862)"
6362,"(79.5823999, 28.4445862)","(79.5847215, 28.4422371)"
6363,"(79.5847215, 28.4422371)","(79.5872359, 28.439668)"
6364,"(79.5872359, 28.439668)","(79.5897504, 28.4371366)"
6365,"(79.5897504, 28.4371366)","(79.591422, 28.4338325)"
6366,"(79.591422, 28.4338325)","(79.5930292, 28.4305283)"
6367,"(79.5930292, 28.4305283)","(79.5946793, 28.4272303)"
6368,"(79.5946793, 28.4272303)","(79.5963223, 28.4239887)"
6369,"(79.5963223, 28.4239887)","(79.5978939, 28.4207722)"
6370,"(79.5978939, 28.4207722)","(79.599544, 28.4174864)"
6371,"(79.599544, 28.4174864)","(79.6011798, 28.4142822)"
6372,"(79.6011798, 28.4142822)","(79.6025728, 28.4114109)"
6373,"(79.6025728, 28.4114109)","(79.6039657, 28.4087092)"
6374,"(79.6039657, 28.4087092)","(79.6054572, 28.4060105)"
6375,"(79.6054572, 28.4060105)","(79.6071788, 28.4028751)"
6376,"(79.6071788, 28.4028751)","(79.6089575, 28.3997521)"
6377,"(79.6089575, 28.3997521)","(79.6106933, 28.3966039)"
6378,"(79.6106933, 28.3966039)","(79.6123792, 28.3935939)"
6379,"(79.6123792, 28.3935939)","(79.6141793, 28.3903827)"
6380,"(79.6141793, 28.3903827)","(79.6159223, 28.3872406)"
6381,"(79.6159223, 28.3872406)","(79.6177367, 28.3839978)"
6382,"(79.6177367, 28.3839978)","(79.6194154, 28.3810188)"
6383,"(79.6194154, 28.3810188)","(79.6210298, 28.3781403)"
6384,"(79.6210298, 28.3781403)","(79.6227514, 28.3749727)"
6385,"(79.6227514, 28.3749727)","(79.6244658, 28.3718552)"
6386,"(79.6244658, 28.3718552)","(79.6265445, 28.3688193)"
6387,"(79.6265445, 28.3688193)","(79.6284018, 28.365972)"
6388,"(79.6284018, 28.365972)","(79.6304948, 28.3628668)"
6389,"(79.6304948, 28.3628668)","(79.6324021, 28.3600193)"
6390,"(79.6324021, 28.3600193)","(79.6343736, 28.3570145)"
6391,"(79.6343736, 28.3570145)","(79.6365238, 28.3537519)"
6392,"(79.6365238, 28.3537519)","(79.6385954, 28.3506464)"
6393,"(79.6385954, 28.3506464)","(79.6408455, 28.3472893)"
6394,"(79.6408455, 28.3472893)","(79.64261, 28.3446299)"
6395,"(79.64261, 28.3446299)","(79.6471784, 28.3403742)"
6396,"(79.6471784, 28.3403742)","(79.6505576, 28.338427)"
6397,"(79.6505576, 28.338427)","(79.65373, 28.3365931)"
6398,"(79.65373, 28.3365931)","(79.6570991, 28.3346635)"
6399,"(79.6570991, 28.3346635)","(79.6605188, 28.3327206)"
6400,"(79.6605188, 28.3327206)","(79.6639232, 28.3307644)"
6401,"(79.6639232, 28.3307644)","(79.6670448, 28.3289859)"
6402,"(79.6670448, 28.3289859)","(79.6701664, 28.3271718)"
6403,"(79.6701664, 28.3271718)","(79.6729142, 28.324713)"
6404,"(79.6729142, 28.324713)","(79.6757328, 28.3221697)"
6405,"(79.6757328, 28.3221697)","(79.6784149, 28.319733)"
6406,"(79.6784149, 28.319733)","(79.6812234, 28.3172028)"
6407,"(79.6812234, 28.3172028)","(79.6837684, 28.3149046)"
6408,"(79.6837684, 28.3149046)","(79.6872187, 28.3142443)"
6409,"(79.6872187, 28.3142443)","(79.6908046, 28.3136091)"
6410,"(79.6908046, 28.3136091)","(79.6947264, 28.3128734)"
6411,"(79.6947264, 28.3128734)","(79.6985909, 28.3121753)"
6412,"(79.6985909, 28.3121753)","(79.7025801, 28.3114364)"
6413,"(79.7025801, 28.3114364)","(79.7065099, 28.3107071)"
6414,"(79.7065099, 28.3107071)","(79.7104245, 28.31)"
6415,"(79.7104245, 28.31)","(79.7140411, 28.3093152)"
6416,"(79.7140411, 28.3093152)","(79.7179052, 28.3086348)"
6417,"(79.7179052, 28.3086348)","(79.7207036, 28.3061622)"
6418,"(79.7207036, 28.3061622)","(79.7234867, 28.3037296)"
6419,"(79.7234867, 28.3037296)","(79.7262851, 28.3012613)"
6420,"(79.7262851, 28.3012613)","(79.7281186, 28.2982771)"
6421,"(79.7281186, 28.2982771)","(79.7298966, 28.2951149)"
6422,"(79.7298966, 28.2951149)","(79.7301694, 28.2917569)"
6423,"(79.7301694, 28.2917569)","(79.730427, 28.2880741)"
6424,"(79.730427, 28.2880741)","(79.7320484, 28.2849917)"
6425,"(79.7320484, 28.2849917)","(79.7336143, 28.2818913)"
6426,"(79.7336143, 28.2818913)","(79.7352054, 28.2788043)"
6427,"(79.7352054, 28.2788043)","(79.737938, 28.2780169)"
6428,"(79.737938, 28.2780169)","(79.7418223, 28.2768781)"
6429,"(79.7418223, 28.2768781)","(79.7454945, 28.2767269)"
6430,"(79.7454945, 28.2767269)","(79.7490657, 28.2765267)"
